,s_BMI,Mother_BMI,Father_BMI,student_bmi,father_bmi,mother_bmi
107,15.910522999369876,28.999307479224377,32.96602667806233,healthy,healthy,healthy
108,15.367394038225012,31.249999999999993,24.56747404844291,healthy,healthy,healthy
109,20.832314538608244,23.437499999999996,23.889462809917354,healthy,healthy,healthy
110,14.788092008169231,23.243408017070564,27.33564013840831,healthy,healthy,healthy
111,22.24648089629417,20.569329660238754,26.435986159169556,healthy,healthy,healthy
112,13.266124687204414,26.989619377162633,20.983987603305785,healthy,healthy,healthy
113,12.872908508365967,25.71166207529844,21.604938271604937,healthy,healthy,healthy
114,18.436416792129126,25.390624999999996,25.737081414967538,healthy,healthy,healthy
115,16.14364111034152,22.49134948096886,28.39506172839506,healthy,healthy,healthy
116,19.132653061224485,30.119375573921033,35.34907208685772,healthy,healthy,healthy
117,17.389204202391017,38.28124999999999,26.989619377162633,healthy,healthy,healthy
118,13.936899862825785,28.577960676726104,30.38710529792575,healthy,overweight,healthy
119,17.704081632653054,24.83576349943919,33.564013840830455,healthy,overweight,healthy
120,17.68527021052273,23.437499999999996,18.339100346020764,healthy,overweight,healthy
121,21.785714285714285,32.46618106139438,31.741788900397605,healthy,overweight,healthy
122,16.369466918917468,25.344352617079892,27.717685235262305,healthy,overweight,healthy
123,18.878997115708767,21.093749999999996,23.632812499999996,healthy,overweight,healthy
124,19.713357131440137,25.099501595611173,34.19855682090216,healthy,overweight,healthy
125,18.28402366863905,34.602076124567475,22.03856749311295,healthy,overweight,healthy
126,20.227496909687968,25.71166207529844,20.65754000210077,healthy,overweight,healthy
127,15.770685705152113,26.346494034400994,27.58020031934969,healthy,overweight,healthy
128,16.548463356973993,26.533758829646096,26.037493991347535,healthy,overweight,healthy
129,18.684345576606862,26.813590449954088,30.873312035222423,healthy,overweight,healthy
130,15.441990559990675,48.82812499999999,37.87400580734756,healthy,overweight,healthy
131,17.555870702723848,31.249999999999993,27.471688898385274,healthy,overweight,healthy
132,15.089784216085713,25.910684346898332,28.515624999999993,healthy,overweight,healthy
133,19.466666666666665,27.291092745638203,27.932098765432098,healthy,overweight,healthy
134,19.234693877551017,23.49523687470631,32.0,healthy,overweight,healthy
135,17.259421468148698,20.004572473708272,21.453287197231838,healthy,overweight,healthy
136,19.41353993063376,23.875114784205696,24.675500270416443,healthy,overweight,healthy
137,19.300535194741443,41.0913872452334,17.959183673469386,healthy,overweight,healthy
138,15.207190909604835,20.811654526534856,23.030045351473927,healthy,overweight,healthy
139,15.404176243337085,37.460978147762745,30.42184964845863,healthy,overweight,healthy
140,16.28102221280669,24.999999999999996,29.06122448979592,healthy,overweight,healthy
141,16.85570258349086,20.796729893506402,29.352354500694357,healthy,overweight,healthy
142,15.51074078546606,23.38868655818771,22.857142857142858,healthy,overweight,healthy
143,15.091002059120244,28.763971071663377,27.064051588760066,healthy,overweight,healthy
144,15.384389542138257,22.77318640955005,27.757487216946675,healthy,overweight,healthy
145,20.04753986967084,25.344352617079892,30.11027889645828,healthy,overweight,healthy
146,17.730271906384164,37.49999999999999,30.24691358024691,healthy,overweight,healthy
147,16.27809283763915,26.666666666666668,25.30864197530864,healthy,overweight,healthy
148,16.83627257712185,22.229061933586404,24.78425751739377,healthy,overweight,healthy
149,28.024934732804088,20.5456936226167,23.437499999999996,healthy,overweight,healthy
150,18.11757285670528,36.73094582185492,28.408163265306122,healthy,overweight,healthy
151,20.185290616427718,23.93606231490121,31.58861340679523,healthy,overweight,healthy
152,18.827326519634216,26.40235457063712,30.48315805517451,healthy,overweight,healthy
153,14.884452156815383,36.19875019051973,25.24933720489837,healthy,overweight,healthy
154,15.887509130752376,27.548209366391188,21.913805697589478,healthy,overweight,healthy
155,14.422901819859412,24.508945765204302,20.312499999999996,healthy,overweight,healthy
156,18.08705391015026,19.333729922665082,30.824829931972793,healthy,overweight,healthy
157,25.510204081632647,23.140495867768596,25.099501595611173,healthy,overweight,healthy
158,17.208887125570325,37.63784862057285,37.73698828643883,healthy,overweight,healthy
159,16.09489864112274,30.18378027506187,27.43484224965706,healthy,overweight,healthy
160,15.68529425549532,24.654832347140037,27.60945175517229,healthy,overweight,healthy
161,16.598183391003456,23.738662131519277,27.47252747252747,healthy,overweight,healthy
162,14.60248783126014,25.315454293738377,29.56194571351787,healthy,overweight,healthy
163,19.21854369406817,31.249999999999993,29.03178980984178,healthy,overweight,healthy
164,18.467185158538857,27.055150884495315,31.217481789802285,healthy,overweight,healthy
165,17.66803840877915,27.343749999999996,25.88057063502083,healthy,overweight,healthy
166,23.555932675624675,26.25958474843318,27.755102040816325,healthy,overweight,healthy
167,15.798816568047336,20.761245674740486,33.33333333333333,healthy,overweight,healthy
168,18.137007938345068,32.046146450889275,32.987916382803256,healthy,overweight,healthy
169,17.804962982028496,28.621470374642232,29.761904761904766,healthy,overweight,healthy
170,19.490180519738146,29.296874999999993,26.122448979591837,healthy,overweight,healthy
171,16.514580440388812,36.571334648257725,31.12267994567678,healthy,overweight,healthy
172,18.27342261205524,21.64412070759625,27.343749999999996,healthy,overweight,healthy
173,21.484375,26.953124999999996,31.346938775510203,healthy,overweight,healthy
174,17.049389951515792,18.289894833104707,23.120623596247853,healthy,overweight,healthy
175,18.481648199445985,26.769779892920884,24.44727891156463,healthy,overweight,healthy
176,20.220588235294112,19.531249999999996,26.122448979591837,healthy,overweight,healthy
177,19.609682867329703,29.983587930816814,32.407407407407405,healthy,overweight,overweight
178,15.394140999647925,23.437499999999996,27.755102040816325,healthy,overweight,overweight
179,24.08226330651606,24.691358024691358,25.507601265177023,healthy,overweight,overweight
180,15.752993068683047,22.74805669867398,22.145328719723185,healthy,overweight,overweight
181,15.787197231833904,33.20312499999999,32.14631253706189,healthy,overweight,overweight
182,22.23228207836628,31.634581999151262,29.357521924046825,healthy,overweight,overweight
183,18.21073462103461,18.749999999999996,32.871972318339104,healthy,overweight,overweight
184,24.378103412691676,26.813590449954088,29.387755102040817,healthy,overweight,overweight
185,12.9309283175015,32.046146450889275,20.41522491349481,healthy,overweight,overweight
186,26.616143170197226,26.367187499999996,29.402273297715947,healthy,overweight,overweight
187,18.07851239669421,25.536703601108034,25.95155709342561,healthy,overweight,overweight
188,17.425945555568497,37.77777777777778,34.894398530762174,healthy,overweight,overweight
189,17.42012564072918,20.515086478979924,20.830703194041156,healthy,overweight,overweight
190,20.098782336544573,33.59374999999999,24.816326530612244,healthy,overweight,overweight
191,20.074483548897067,18.285714285714285,21.29529475392104,healthy,overweight,overweight
192,20.719089170603212,31.217481789802285,34.331013389095226,healthy,overweight,overweight
193,19.34113865932048,27.343749999999996,31.020408163265305,healthy,overweight,overweight
194,20.82390221819828,35.37981269510926,27.915518824609737,healthy,overweight,overweight
195,21.663997562359953,26.037493991347535,32.14631253706189,healthy,overweight,overweight
196,15.539840547723074,22.656249999999996,29.93827160493827,healthy,overweight,overweight
197,16.10346617290185,20.202020202020204,26.234567901234566,healthy,overweight,overweight
198,17.468483238170613,27.799816345270894,31.09789075175771,healthy,overweight,overweight
199,20.27177545110269,23.233456176894723,25.79591836734694,healthy,overweight,overweight
200,16.511066056404715,22.308149910767405,25.401701323251416,healthy,overweight,overweight
201,25.52160721197668,24.341758286340216,22.305470559638533,healthy,overweight,overweight
202,17.26402702195534,24.218749999999996,18.726007303142847,healthy,overweight,overweight
203,19.078774862964952,23.624447492760247,29.585798816568044,healthy,overweight,overweight
204,15.599784830554063,22.758306781975424,25.30864197530864,healthy,overweight,overweight
205,23.29294636986945,31.249999999999993,26.234567901234566,healthy,overweight,overweight
206,17.292879442261707,24.092970521541954,30.323342589932647,healthy,overweight,overweight
207,25.414737654320987,23.80869017191275,27.173913043478258,healthy,overweight,overweight
208,23.53395061728395,24.341758286340216,32.407407407407405,healthy,overweight,overweight
209,15.857338820301779,22.432302515622492,27.379664683612766,healthy,overweight,overweight
210,15.387502345655847,27.12031558185404,22.647376960519203,healthy,overweight,overweight
211,17.503429355281202,26.709401709401707,27.428571428571427,healthy,overweight,overweight
212,17.07571676586845,22.03856749311295,29.40778799351001,healthy,overweight,overweight
213,15.955004591368224,27.68166089965398,25.25951557093426,healthy,overweight,overweight
214,14.475035454056435,28.124999999999993,26.775510204081634,healthy,overweight,overweight
215,14.888965964166081,24.977043158861342,24.930747922437675,healthy,overweight,overweight
216,14.880029760059518,37.460978147762745,23.836734693877553,healthy,overweight,overweight
217,18.902038132807366,19.841269841269845,29.536862003780715,healthy,overweight,overweight
218,16.219723183391,29.296874999999993,27.250887446663558,healthy,overweight,overweight
219,19.68855385836144,25.71166207529844,19.252619618735007,healthy,overweight,overweight
220,18.462611869205283,33.462224866151104,24.489795918367346,healthy,overweight,overweight
221,17.046789185803288,24.97398543184183,27.428571428571427,healthy,overweight,overweight
222,17.246859496137418,31.14186851211073,27.08415906989034,healthy,overweight,overweight
223,16.638797142106938,27.636054421768712,26.122448979591837,healthy,overweight,overweight
224,16.828347959345948,21.484374999999996,19.60519199567334,healthy,overweight,overweight
225,18.25482936432478,25.390624999999996,29.860551225775623,healthy,overweight,overweight
226,17.85699791397797,20.811654526534856,28.367523664486843,healthy,overweight,overweight
227,13.857694396735225,23.510204081632654,31.346938775510203,healthy,overweight,overweight
228,22.437283737024217,23.335466144755166,28.946124763705104,healthy,overweight,overweight
229,22.286484276824783,20.549886621315196,24.691358024691358,healthy,overweight,overweight
230,16.384,26.643598615916957,28.341855368882392,healthy,overweight,overweight
231,15.438475665748392,32.04994797086368,29.296874999999993,healthy,overweight,overweight
232,17.28395061728395,20.429418362441915,25.640242971826257,healthy,overweight,overweight
233,21.790978639106463,32.04994797086368,29.666548000474663,healthy,overweight,overweight
234,23.069782061078506,29.1363163371488,25.94548395958609,healthy,overweight,overweight
235,24.50849805530396,28.515624999999993,30.449826989619382,healthy,overweight,overweight
236,15.937237035588913,25.654372397382513,27.77031263997133,healthy,overweight,overweight
237,15.736703806462033,21.874999999999996,24.691358024691358,healthy,overweight,overweight
238,14.795918367346935,24.83576349943919,25.082863029651524,healthy,overweight,overweight
239,19.213633325907768,26.89232313815483,30.273711806747606,healthy,overweight,overweight
240,15.444628099173553,21.093749999999996,23.355636914530994,healthy,overweight,overweight
241,22.314515399901122,36.734693877551024,26.346494034400994,healthy,overweight,overweight
242,18.257779817549686,24.977043158861342,27.469135802469133,healthy,overweight,overweight
243,16.412193985818536,20.015495867768596,27.46481071127618,healthy,overweight,overweight
244,26.60651037274414,23.80869017191275,28.997893837184456,healthy,overweight,overweight
245,17.0416573847182,19.531249999999996,27.17063156623596,healthy,overweight,overweight
246,18.450032873109794,26.672763298277697,23.306680053067517,healthy,overweight,overweight
247,20.063414023644636,29.411764705882355,22.857142857142858,healthy,overweight,overweight
248,21.124452160400146,22.230987127541326,26.309016557522373,healthy,overweight,overweight
249,16.602219700116162,20.312499999999996,24.816326530612244,healthy,overweight,overweight
250,17.800381436745074,22.4058769513315,28.483072916666668,healthy,overweight,overweight
251,21.632653061224485,22.86236854138088,26.775510204081634,healthy,overweight,overweight
252,19.775385914780415,22.86236854138088,24.337479718766904,healthy,overweight,overweight
253,17.831220051129872,20.91070815517618,25.97867956642479,healthy,overweight,overweight
254,21.02800861803632,34.894398530762174,34.1142374109407,healthy,overweight,overweight
255,14.543685121107266,23.437499999999996,24.187046492878256,healthy,overweight,overweight
256,15.168,23.335466144755166,27.16161158895428,healthy,overweight,overweight
257,13.870917654365716,24.999999999999996,23.38868655818771,healthy,overweight,overweight
258,13.888888888888891,19.48696145124717,28.027681660899656,healthy,overweight,overweight
259,15.231768555733533,31.63371488033298,22.948115744558788,healthy,overweight,overweight
260,16.230715812693187,25.605536332179934,24.691358024691358,healthy,overweight,overweight
261,19.87474768386729,23.030045351473927,26.573129251700685,healthy,overweight,overweight
262,15.908163859914923,29.270994027135,26.573129251700685,healthy,overweight,overweight
263,22.96441486024052,24.435186668803073,31.04769454353283,healthy,overweight,overweight
264,22.332471911665124,31.22130394857668,19.01944209636517,healthy,overweight,overweight
265,20.407205854756988,24.023808670084982,26.19618735008206,overweight,overweight,overweight
266,19.022935106851197,31.80465784343901,23.148148148148145,overweight,overweight,overweight
267,19.649122807017537,39.06249999999999,39.55539733396622,overweight,overweight,overweight
268,16.981217062294494,22.582709172343712,32.871972318339104,overweight,overweight,overweight
269,17.030709342560552,24.913494809688583,29.025311319871417,overweight,overweight,overweight
270,16.821006390657935,33.694937541091385,25.95155709342561,overweight,overweight,overweight
271,14.965343415248896,21.6712580348944,31.58861340679523,overweight,overweight,overweight
272,22.39718323634408,26.44628099173554,32.74416118146279,overweight,overweight,overweight
273,17.195681899726026,23.124670372023203,27.732299776136855,overweight,overweight,overweight
274,21.74427003238323,24.141519250780433,23.120623596247853,overweight,overweight,overweight
275,16.479864352405414,27.734374999999993,29.411764705882355,overweight,overweight,overweight
276,28.213006155008216,26.573129251700685,28.703703703703702,overweight,overweight,overweight
277,15.841412742382273,22.95908765854944,25.97867956642479,overweight,overweight,overweight
278,18.977777777777774,27.68166089965398,21.874999999999996,overweight,overweight,overweight
279,23.042247849576626,23.875114784205696,24.221453287197235,overweight,overweight,overweight
280,22.250476795931345,32.882414151925076,26.122448979591837,overweight,overweight,overweight
281,21.34175136768841,31.640368178829714,19.591836734693878,overweight,overweight,overweight
282,14.979338842975205,25.71166207529844,31.1950948402596,overweight,overweight,overweight
283,16.345957720026252,34.484157572315304,25.697069943289225,overweight,overweight,overweight
284,25.4901506414427,33.20312499999999,24.609374999999996,overweight,overweight,overweight
285,21.407789657690877,30.080059234578187,27.343749999999996,overweight,overweight,overweight
286,22.222222222222214,26.709401709401707,33.802055164954034,overweight,overweight,overweight
287,16.643709825528006,26.346494034400994,25.102391333069097,overweight,overweight,overweight
288,23.68317179071093,25.558846200657225,23.437499999999996,overweight,overweight,overweight
289,16.447864795533427,29.76086271489094,27.755102040816325,overweight,overweight,overweight
290,16.871240647464425,23.046874999999996,21.453287197231838,overweight,overweight,overweight
291,16.295009266750814,27.531229454306374,31.249999999999993,overweight,overweight,overweight
292,19.675925925925924,21.218317194552675,21.545090797168363,overweight,overweight,overweight
293,14.363852556480381,25.95155709342561,26.570305027101714,overweight,overweight,overweight
294,18.65268166089965,33.20312499999999,22.070312499999996,overweight,overweight,overweight
295,16.468973630036267,29.72839061303545,24.218749999999996,overweight,overweight,overweight
296,21.193771626297575,22.77318640955005,29.352354500694357,overweight,overweight,overweight
297,23.339952945291948,30.38501560874089,28.906249999999993,overweight,overweight,overweight
298,18.11202422145328,20.761245674740486,25.390624999999996,overweight,overweight,overweight
299,23.22979380894027,27.639801313892,28.44095497516423,overweight,overweight,overweight
300,20.781779008925824,23.11111111111111,25.351541373715524,overweight,overweight,overweight
301,22.400624004633627,38.0,28.521825396825403,overweight,overweight,overweight
302,14.878000396746678,20.956607495069033,26.44628099173554,overweight,overweight,overweight
303,15.539266117969824,26.122448979591837,24.96494647925858,overweight,overweight,overweight
304,20.058811174123086,27.68166089965398,29.036737785633125,overweight,overweight,overweight
305,16.485398141259548,26.298487836949374,25.127830533235937,overweight,overweight,overweight
306,17.626481533954802,24.034609838166958,35.8564308508731,overweight,overweight,overweight
307,15.795852936959948,30.116213151927443,24.930747922437675,overweight,overweight,overweight
308,18.914166977462834,40.0,40.009144947416544,overweight,overweight,overweight
309,14.62104196943674,25.781249999999996,32.05030371478282,overweight,overweight,overweight
310,19.857904535150265,26.562499999999996,27.68166089965398,overweight,overweight,overweight
311,17.371268250074152,26.666666666666668,26.729927495071667,overweight,obese,overweight
312,22.206206927615877,35.55555555555556,18.407596785975162,overweight,obese,overweight
313,23.112244897959176,20.07960127648894,33.33333333333333,overweight,obese,overweight
314,14.38118696431467,25.558846200657225,23.875114784205696,overweight,obese,overweight
315,18.45616660431475,29.983587930816814,26.448979591836736,overweight,obese,overweight
316,15.98380307954606,28.061224489795922,35.93749999999999,overweight,obese,overweight
317,17.554012345679013,21.60410477990818,22.720438370810918,overweight,obese,overweight
318,20.452885317750184,26.562499999999996,20.303697560696612,overweight,obese,overweight
319,14.95859134884707,25.71166207529844,32.871972318339104,overweight,obese,obese
320,19.70350910114468,23.875114784205696,26.989619377162633,overweight,obese,obese
321,25.552034605905142,26.171874999999996,33.33333333333333,overweight,obese,obese
322,22.476988823142673,22.589551436050055,27.458654210326976,overweight,obese,obese
323,19.738147193017262,32.44444444444444,34.602076124567475,overweight,obese,obese
324,18.776859504132236,19.531249999999996,17.632653061224488,overweight,obese,obese
325,22.37755676487146,27.94214332675871,28.408163265306122,overweight,obese,obese
326,21.581632653061217,33.057851239669425,29.411764705882355,overweight,obese,obese
327,16.598762637694282,22.20408163265306,31.6734693877551,overweight,obese,obese
328,15.838287752675386,21.874999999999996,24.221453287197235,overweight,obese,obese
329,15.088757396449704,23.140495867768596,25.013520822065985,overweight,obese,obese
330,14.759945130315495,33.64845377343374,28.604764951635367,overweight,obese,obese
331,21.539660608637124,20.32443825510934,25.71166207529844,overweight,obese,obese
332,21.85187343394907,23.437499999999996,22.22222222222222,overweight,obese,obese
333,16.272189349112423,22.666666666666668,26.562499999999996,overweight,obese,obese
334,21.563786008230448,25.990903183885642,22.948115744558788,overweight,obese,obese
335,20.82390221819828,27.239224483255885,25.180785123966942,overweight,obese,obese
336,20.734079604887647,24.87771968291449,25.236340330075304,obese,obese,obese
337,22.578124999999996,25.71166207529844,32.4100370877744,obese,obese,obese
338,26.242859987827774,27.548209366391188,30.367346938775512,obese,obese,obese
339,16.821075513689767,32.889188733344575,24.167162403331353,obese,obese,obese
340,16.272189349112423,30.859374999999993,30.24691358024691,obese,obese,obese
341,16.024707184895984,44.06345136997275,27.428571428571427,obese,obese,obese
342,17.109174543243302,35.111111111111114,24.221453287197235,obese,obese,obese
343,18.54458878940013,18.339100346020764,24.691358024691358,obese,obese,obese
344,16.479591836734688,25.082863029651524,18.812147272238644,obese,obese,obese
345,16.044718182288698,37.18024985127901,34.74890574359317,obese,obese,obese
346,21.15781572527679,24.97398543184183,22.67573696145125,obese,obese,obese
347,15.118497999384426,24.609733700642796,26.315789473684212,obese,obese,obese
348,17.10175544489714,33.247876942797625,26.528510346119035,obese,obese,obese
349,24.4718792866941,24.167162403331353,29.054752066115704,obese,obese,obese
350,26.611953526205244,29.43213296398892,25.826446280991735,obese,obese,obese
351,20.64177143929443,24.913494809688583,32.098765432098766,obese,obese,obese
352,13.6094674556213,29.21010994360826,28.666129176744597,obese,obese,obese
353,14.651216622867336,24.524346347059055,37.87400580734756,obese,obese,obese
354,21.628690709722854,27.68166089965398,34.331013389095226,obese,obese,obese
355,14.650283553875234,31.640624999999993,23.875114784205696,obese,obese,obese
356,15.682533057050435,25.71166207529844,31.346938775510203,obese,obese,obese
357,16.52824035046503,27.548209366391188,26.729927495071667,obese,obese,obese
358,20.54498269896193,24.221453287197235,25.76721894405937,obese,obese,obese
359,15.28595041322314,24.435186668803073,30.116213151927443,obese,obese,obese
360,14.62104196943674,26.491508201480624,29.054752066115704,obese,obese,obese
361,23.175079752298746,26.44628099173554,32.17993079584775,obese,obese,obese
362,16.09813057624505,17.301038062283737,23.529411764705884,obese,obese,obese
363,19.53125,25.781249999999996,23.510204081632654,obese,obese,obese
364,15.317185697808533,22.313278429145196,29.054752066115704,obese,obese,obese
365,16.303503959422386,21.6712580348944,32.561885088057146,obese,obese,obese
366,16.664825911386256,29.77777777777778,35.15624999999999,obese,obese,obese
367,15.960092892651437,23.21663379355687,26.989619377162633,obese,obese,obese
368,17.258480460226146,22.265624999999996,25.46938775510204,obese,obese,obese
